Timestamp,Motion,Device
1610183400,0,c0:98:e5:42:01:03
1610183400,1,c0:98:e5:42:01:03
1610183405,0,c0:98:e5:42:01:03
1610183406,1,c0:98:e5:42:01:03
1610183410,0,c0:98:e5:42:01:03
1610183425,1,c0:98:e5:42:01:03
1610183431,0,c0:98:e5:42:01:03
1610183434,1,c0:98:e5:42:01:03
1610183440,0,c0:98:e5:42:01:03
1610183452,1,c0:98:e5:42:01:03
1610183470,0,c0:98:e5:42:01:03
1610183472,1,c0:98:e5:42:01:03
1610183477,0,c0:98:e5:42:01:03
1610183484,1,c0:98:e5:42:01:03
1610183486,0,c0:98:e5:42:01:03
1610183499,1,c0:98:e5:42:01:03
1610183504,0,c0:98:e5:42:01:03
1610183532,1,c0:98:e5:42:01:03
1610183536,0,c0:98:e5:42:01:03
1610183543,1,c0:98:e5:42:01:03
1610183547,0,c0:98:e5:42:01:03
1610183549,1,c0:98:e5:42:01:03
1610183552,0,c0:98:e5:42:01:03
1610183560,1,c0:98:e5:42:01:03
1610183564,0,c0:98:e5:42:01:03
1610183567,1,c0:98:e5:42:01:03
1610183575,0,c0:98:e5:42:01:03
1610183580,1,c0:98:e5:42:01:03
1610183584,0,c0:98:e5:42:01:03
1610183680,1,c0:98:e5:42:01:03
1610183689,0,c0:98:e5:42:01:03
1610183690,1,c0:98:e5:42:01:03
1610183699,0,c0:98:e5:42:01:03
1610183710,1,c0:98:e5:42:01:03
1610183714,0,c0:98:e5:42:01:03
1610183726,1,c0:98:e5:42:01:03
1610183740,0,c0:98:e5:42:01:03
1610183742,1,c0:98:e5:42:01:03
1610183745,0,c0:98:e5:42:01:03
1610183759,1,c0:98:e5:42:01:03
1610183767,0,c0:98:e5:42:01:03
1610183768,1,c0:98:e5:42:01:03
1610183772,0,c0:98:e5:42:01:03
1610183781,1,c0:98:e5:42:01:03
1610183795,0,c0:98:e5:42:01:03
1610183876,1,c0:98:e5:42:01:03
1610183882,0,c0:98:e5:42:01:03
1610187139,1,c0:98:e5:42:01:03
1610187144,0,c0:98:e5:42:01:03
1610187150,1,c0:98:e5:42:01:03
1610187155,0,c0:98:e5:42:01:03
1610187184,1,c0:98:e5:42:01:03
1610187188,0,c0:98:e5:42:01:03
1610187202,1,c0:98:e5:42:01:03
1610187206,0,c0:98:e5:42:01:03
1610187228,1,c0:98:e5:42:01:03
1610187234,0,c0:98:e5:42:01:03
1610187262,1,c0:98:e5:42:01:03
1610187267,0,c0:98:e5:42:01:03
1610187276,1,c0:98:e5:42:01:03
1610187286,0,c0:98:e5:42:01:03
1610187328,1,c0:98:e5:42:01:03
1610187331,0,c0:98:e5:42:01:03
1610187360,1,c0:98:e5:42:01:03
1610187369,0,c0:98:e5:42:01:03
1610187386,1,c0:98:e5:42:01:03
1610187408,0,c0:98:e5:42:01:03
1610187412,1,c0:98:e5:42:01:03
1610187418,0,c0:98:e5:42:01:03
1610187437,1,c0:98:e5:42:01:03
1610187443,0,c0:98:e5:42:01:03
1610187456,1,c0:98:e5:42:01:03
1610187463,0,c0:98:e5:42:01:03
1610187464,1,c0:98:e5:42:01:03
1610187472,0,c0:98:e5:42:01:03
1610187479,1,c0:98:e5:42:01:03
1610187492,0,c0:98:e5:42:01:03
1610187529,1,c0:98:e5:42:01:03
1610187533,0,c0:98:e5:42:01:03
1610187548,1,c0:98:e5:42:01:03
1610187552,0,c0:98:e5:42:01:03
1610187554,1,c0:98:e5:42:01:03
1610187557,0,c0:98:e5:42:01:03
1610187579,1,c0:98:e5:42:01:03
1610187600,0,c0:98:e5:42:01:03
1610187606,1,c0:98:e5:42:01:03
1610187615,0,c0:98:e5:42:01:03
1610187624,1,c0:98:e5:42:01:03
1610187629,0,c0:98:e5:42:01:03
1610187631,1,c0:98:e5:42:01:03
1610187636,0,c0:98:e5:42:01:03
1610187638,1,c0:98:e5:42:01:03
1610187650,0,c0:98:e5:42:01:03
1610187669,1,c0:98:e5:42:01:03
1610187673,0,c0:98:e5:42:01:03
1610187675,1,c0:98:e5:42:01:03
1610187681,0,c0:98:e5:42:01:03
1610187690,1,c0:98:e5:42:01:03
1610187695,0,c0:98:e5:42:01:03
1610187700,1,c0:98:e5:42:01:03
1610187704,0,c0:98:e5:42:01:03
1610187704,1,c0:98:e5:42:01:03
1610187722,0,c0:98:e5:42:01:03
1610187731,1,c0:98:e5:42:01:03
1610187735,0,c0:98:e5:42:01:03
1610187748,1,c0:98:e5:42:01:03
1610187751,0,c0:98:e5:42:01:03
1610187753,1,c0:98:e5:42:01:03
1610187758,0,c0:98:e5:42:01:03
1610187775,1,c0:98:e5:42:01:03
1610187778,0,c0:98:e5:42:01:03
1610187986,1,c0:98:e5:42:01:03
1610188016,0,c0:98:e5:42:01:03
1610188044,1,c0:98:e5:42:01:03
1610188052,0,c0:98:e5:42:01:03
1610188054,1,c0:98:e5:42:01:03
1610188110,0,c0:98:e5:42:01:03
1610188111,1,c0:98:e5:42:01:03
1610188117,0,c0:98:e5:42:01:03
1610188121,1,c0:98:e5:42:01:03
1610188125,0,c0:98:e5:42:01:03
1610188134,1,c0:98:e5:42:01:03
1610188144,0,c0:98:e5:42:01:03
1610188148,1,c0:98:e5:42:01:03
1610188154,0,c0:98:e5:42:01:03
1610188156,1,c0:98:e5:42:01:03
1610188161,0,c0:98:e5:42:01:03
1610188199,1,c0:98:e5:42:01:03
