Timestamp,Motion,Device
1610172148,0,c0:98:e5:42:01:07
1610174464,1,c0:98:e5:42:01:07
1610174484,0,c0:98:e5:42:01:07
1610174488,1,c0:98:e5:42:01:07
1610174504,0,c0:98:e5:42:01:07
1610174505,1,c0:98:e5:42:01:07
1610174511,0,c0:98:e5:42:01:07
1610174511,1,c0:98:e5:42:01:07
1610174515,0,c0:98:e5:42:01:07
1610174517,1,c0:98:e5:42:01:07
1610174541,0,c0:98:e5:42:01:07
1610174738,1,c0:98:e5:42:01:07
1610174746,0,c0:98:e5:42:01:07
1610174747,1,c0:98:e5:42:01:07
1610174754,0,c0:98:e5:42:01:07
1610174757,1,c0:98:e5:42:01:07
1610174764,0,c0:98:e5:42:01:07
1610174960,1,c0:98:e5:42:01:07
1610174965,0,c0:98:e5:42:01:07
1610174973,1,c0:98:e5:42:01:07
1610174980,0,c0:98:e5:42:01:07
1610174981,1,c0:98:e5:42:01:07
1610174985,0,c0:98:e5:42:01:07
1610175002,1,c0:98:e5:42:01:07
1610175006,0,c0:98:e5:42:01:07
1610175015,1,c0:98:e5:42:01:07
1610175023,0,c0:98:e5:42:01:07
1610175041,1,c0:98:e5:42:01:07
1610175046,0,c0:98:e5:42:01:07
1610175074,1,c0:98:e5:42:01:07
1610175080,0,c0:98:e5:42:01:07
1610175081,1,c0:98:e5:42:01:07
1610175091,0,c0:98:e5:42:01:07
1610175101,1,c0:98:e5:42:01:07
1610175104,0,c0:98:e5:42:01:07
1610175129,1,c0:98:e5:42:01:07
1610175132,0,c0:98:e5:42:01:07
1610175188,1,c0:98:e5:42:01:07
1610175191,0,c0:98:e5:42:01:07
1610175250,1,c0:98:e5:42:01:07
1610175255,0,c0:98:e5:42:01:07
1610175258,1,c0:98:e5:42:01:07
1610175268,0,c0:98:e5:42:01:07
1610175325,1,c0:98:e5:42:01:07
1610175329,0,c0:98:e5:42:01:07
1610175336,1,c0:98:e5:42:01:07
1610175340,0,c0:98:e5:42:01:07
1610175344,1,c0:98:e5:42:01:07
1610175348,0,c0:98:e5:42:01:07
1610175357,1,c0:98:e5:42:01:07
1610175364,0,c0:98:e5:42:01:07
1610175373,1,c0:98:e5:42:01:07
1610175377,0,c0:98:e5:42:01:07
1610175400,1,c0:98:e5:42:01:07
1610175404,0,c0:98:e5:42:01:07
1610175450,1,c0:98:e5:42:01:07
1610175455,0,c0:98:e5:42:01:07
1610175594,1,c0:98:e5:42:01:07
1610175599,0,c0:98:e5:42:01:07
1610175854,1,c0:98:e5:42:01:07
1610175859,0,c0:98:e5:42:01:07
1610175981,1,c0:98:e5:42:01:07
1610175985,0,c0:98:e5:42:01:07
1610176082,1,c0:98:e5:42:01:07
1610176086,0,c0:98:e5:42:01:07
1610176115,1,c0:98:e5:42:01:07
1610176119,0,c0:98:e5:42:01:07
1610176148,1,c0:98:e5:42:01:07
1610176152,0,c0:98:e5:42:01:07
1610176205,1,c0:98:e5:42:01:07
1610176208,0,c0:98:e5:42:01:07
1610176215,1,c0:98:e5:42:01:07
1610176218,0,c0:98:e5:42:01:07
1610176228,1,c0:98:e5:42:01:07
1610176231,0,c0:98:e5:42:01:07
1610176234,1,c0:98:e5:42:01:07
1610176239,0,c0:98:e5:42:01:07
1610176540,1,c0:98:e5:42:01:07
1610176544,0,c0:98:e5:42:01:07
1610176561,1,c0:98:e5:42:01:07
1610176564,0,c0:98:e5:42:01:07
1610176610,1,c0:98:e5:42:01:07
1610176614,0,c0:98:e5:42:01:07
1610176752,1,c0:98:e5:42:01:07
1610176756,0,c0:98:e5:42:01:07
1610176762,1,c0:98:e5:42:01:07
1610176766,0,c0:98:e5:42:01:07
1610176881,1,c0:98:e5:42:01:07
1610176886,0,c0:98:e5:42:01:07
1610176887,1,c0:98:e5:42:01:07
1610176893,0,c0:98:e5:42:01:07
1610176944,1,c0:98:e5:42:01:07
