Timestamp,Motion,Device
1610172121,0,c0:98:e5:42:01:06
1610174287,1,c0:98:e5:42:01:06
1610174295,0,c0:98:e5:42:01:06
1610174299,1,c0:98:e5:42:01:06
1610174304,0,c0:98:e5:42:01:06
1610174325,1,c0:98:e5:42:01:06
1610174355,0,c0:98:e5:42:01:06
1610174357,1,c0:98:e5:42:01:06
1610174385,0,c0:98:e5:42:01:06
1610174537,1,c0:98:e5:42:01:06
1610174558,0,c0:98:e5:42:01:06
1610174562,1,c0:98:e5:42:01:06
1610174590,0,c0:98:e5:42:01:06
1610174592,1,c0:98:e5:42:01:06
1610174607,0,c0:98:e5:42:01:06
1610174628,1,c0:98:e5:42:01:06
1610174642,0,c0:98:e5:42:01:06
1610174650,1,c0:98:e5:42:01:06
1610174665,0,c0:98:e5:42:01:06
1610174666,1,c0:98:e5:42:01:06
1610174670,0,c0:98:e5:42:01:06
1610174671,1,c0:98:e5:42:01:06
1610174703,0,c0:98:e5:42:01:06
1610174733,1,c0:98:e5:42:01:06
1610174738,0,c0:98:e5:42:01:06
1610174745,1,c0:98:e5:42:01:06
1610174749,0,c0:98:e5:42:01:06
1610174764,1,c0:98:e5:42:01:06
1610174766,0,c0:98:e5:42:01:06
1610174791,1,c0:98:e5:42:01:06
1610174794,0,c0:98:e5:42:01:06
1610174883,1,c0:98:e5:42:01:06
1610174887,0,c0:98:e5:42:01:06
1610174909,1,c0:98:e5:42:01:06
1610174918,0,c0:98:e5:42:01:06
1610174928,1,c0:98:e5:42:01:06
1610174931,0,c0:98:e5:42:01:06
1610174999,1,c0:98:e5:42:01:06
1610175003,0,c0:98:e5:42:01:06
1610175044,1,c0:98:e5:42:01:06
1610175047,0,c0:98:e5:42:01:06
1610175049,1,c0:98:e5:42:01:06
1610175054,0,c0:98:e5:42:01:06
1610175072,1,c0:98:e5:42:01:06
1610175074,0,c0:98:e5:42:01:06
1610175089,1,c0:98:e5:42:01:06
1610175092,0,c0:98:e5:42:01:06
1610175116,1,c0:98:e5:42:01:06
1610175120,0,c0:98:e5:42:01:06
1610175176,1,c0:98:e5:42:01:06
1610175179,0,c0:98:e5:42:01:06
1610175307,1,c0:98:e5:42:01:06
1610175311,0,c0:98:e5:42:01:06
1610175346,1,c0:98:e5:42:01:06
1610175349,0,c0:98:e5:42:01:06
1610175363,1,c0:98:e5:42:01:06
1610175367,0,c0:98:e5:42:01:06
1610175377,1,c0:98:e5:42:01:06
1610175382,0,c0:98:e5:42:01:06
1610175496,1,c0:98:e5:42:01:06
1610175500,0,c0:98:e5:42:01:06
1610175502,1,c0:98:e5:42:01:06
1610175514,0,c0:98:e5:42:01:06
1610175516,1,c0:98:e5:42:01:06
1610175522,0,c0:98:e5:42:01:06
1610175526,1,c0:98:e5:42:01:06
1610175555,0,c0:98:e5:42:01:06
1610175559,1,c0:98:e5:42:01:06
1610175568,0,c0:98:e5:42:01:06
1610175579,1,c0:98:e5:42:01:06
1610175585,0,c0:98:e5:42:01:06
1610175618,1,c0:98:e5:42:01:06
1610175631,0,c0:98:e5:42:01:06
1610175643,1,c0:98:e5:42:01:06
1610175646,0,c0:98:e5:42:01:06
1610175647,1,c0:98:e5:42:01:06
1610175650,0,c0:98:e5:42:01:06
1610175655,1,c0:98:e5:42:01:06
1610175659,0,c0:98:e5:42:01:06
1610175668,1,c0:98:e5:42:01:06
1610175672,0,c0:98:e5:42:01:06
1610175674,1,c0:98:e5:42:01:06
1610175678,0,c0:98:e5:42:01:06
1610175681,1,c0:98:e5:42:01:06
1610175691,0,c0:98:e5:42:01:06
1610175699,1,c0:98:e5:42:01:06
1610175714,0,c0:98:e5:42:01:06
1610175731,1,c0:98:e5:42:01:06
1610175741,0,c0:98:e5:42:01:06
1610175744,1,c0:98:e5:42:01:06
1610175759,0,c0:98:e5:42:01:06
1610175764,1,c0:98:e5:42:01:06
1610175769,0,c0:98:e5:42:01:06
1610175788,1,c0:98:e5:42:01:06
1610175792,0,c0:98:e5:42:01:06
1610175792,1,c0:98:e5:42:01:06
1610175799,0,c0:98:e5:42:01:06
1610175816,1,c0:98:e5:42:01:06
1610175820,0,c0:98:e5:42:01:06
1610175827,1,c0:98:e5:42:01:06
1610175836,0,c0:98:e5:42:01:06
1610175844,1,c0:98:e5:42:01:06
1610175849,0,c0:98:e5:42:01:06
1610175868,1,c0:98:e5:42:01:06
1610175875,0,c0:98:e5:42:01:06
1610175880,1,c0:98:e5:42:01:06
1610175887,0,c0:98:e5:42:01:06
1610175918,1,c0:98:e5:42:01:06
1610175927,0,c0:98:e5:42:01:06
1610175939,1,c0:98:e5:42:01:06
1610175942,0,c0:98:e5:42:01:06
1610175954,1,c0:98:e5:42:01:06
1610175960,0,c0:98:e5:42:01:06
1610175962,1,c0:98:e5:42:01:06
1610175970,0,c0:98:e5:42:01:06
1610175974,1,c0:98:e5:42:01:06
1610175977,0,c0:98:e5:42:01:06
1610176019,1,c0:98:e5:42:01:06
1610176023,0,c0:98:e5:42:01:06
1610176023,1,c0:98:e5:42:01:06
1610176029,0,c0:98:e5:42:01:06
1610176029,1,c0:98:e5:42:01:06
1610176037,0,c0:98:e5:42:01:06
1610176046,1,c0:98:e5:42:01:06
1610176052,0,c0:98:e5:42:01:06
1610176072,1,c0:98:e5:42:01:06
1610176076,0,c0:98:e5:42:01:06
1610176077,1,c0:98:e5:42:01:06
1610176083,0,c0:98:e5:42:01:06
1610176087,1,c0:98:e5:42:01:06
1610176094,0,c0:98:e5:42:01:06
1610176106,1,c0:98:e5:42:01:06
1610176111,0,c0:98:e5:42:01:06
1610176122,1,c0:98:e5:42:01:06
1610176127,0,c0:98:e5:42:01:06
1610176133,1,c0:98:e5:42:01:06
1610176137,0,c0:98:e5:42:01:06
1610176154,1,c0:98:e5:42:01:06
1610176157,0,c0:98:e5:42:01:06
1610176175,1,c0:98:e5:42:01:06
1610176178,0,c0:98:e5:42:01:06
1610176186,1,c0:98:e5:42:01:06
1610176193,0,c0:98:e5:42:01:06
1610176199,1,c0:98:e5:42:01:06
1610176205,0,c0:98:e5:42:01:06
1610176217,1,c0:98:e5:42:01:06
1610176220,0,c0:98:e5:42:01:06
1610176222,1,c0:98:e5:42:01:06
1610176225,0,c0:98:e5:42:01:06
1610176226,1,c0:98:e5:42:01:06
1610176230,0,c0:98:e5:42:01:06
1610176238,1,c0:98:e5:42:01:06
1610176242,0,c0:98:e5:42:01:06
1610176316,1,c0:98:e5:42:01:06
1610176320,0,c0:98:e5:42:01:06
1610176383,1,c0:98:e5:42:01:06
1610176390,0,c0:98:e5:42:01:06
1610176395,1,c0:98:e5:42:01:06
1610176401,0,c0:98:e5:42:01:06
1610176407,1,c0:98:e5:42:01:06
1610176416,0,c0:98:e5:42:01:06
1610176417,1,c0:98:e5:42:01:06
1610176421,0,c0:98:e5:42:01:06
1610176456,1,c0:98:e5:42:01:06
1610176459,0,c0:98:e5:42:01:06
1610176580,1,c0:98:e5:42:01:06
1610176584,0,c0:98:e5:42:01:06
1610176585,1,c0:98:e5:42:01:06
1610176589,0,c0:98:e5:42:01:06
1610176593,1,c0:98:e5:42:01:06
1610176598,0,c0:98:e5:42:01:06
1610176608,1,c0:98:e5:42:01:06
1610176624,0,c0:98:e5:42:01:06
1610176639,1,c0:98:e5:42:01:06
1610176644,0,c0:98:e5:42:01:06
1610178237,1,c0:98:e5:42:01:06
1610178241,0,c0:98:e5:42:01:06
1610178481,1,c0:98:e5:42:01:06
1610178489,0,c0:98:e5:42:01:06
1610178495,1,c0:98:e5:42:01:06
1610178499,0,c0:98:e5:42:01:06
1610178531,1,c0:98:e5:42:01:06
1610178534,0,c0:98:e5:42:01:06
1610178537,1,c0:98:e5:42:01:06
1610178542,0,c0:98:e5:42:01:06
1610178544,1,c0:98:e5:42:01:06
1610178547,0,c0:98:e5:42:01:06
